Ngày,Lý do chi, Số tiền,Ghi chú,Điều kiện,Đầu tháng,,Số dư,"2,259,000"
2011-12-29,Linh tinh,"4,000",Đá lạnh + dầu gội,0,,,,
2011-12-30,Ăn sáng,"6,000",,0,,,,
2011-12-30,Ăn trưa,"24,000",,0,,,,
2011-12-30,Linh tinh,"18,000","Thuốc sổ mũi, hắt hơi",0,,,,
2011-12-30,Rút tài khoản,"-2,000,000",,0,,,,
2011-12-30,Nhậu,"150,000",,0,,,,
2011-12-30,Đổ xăng,"50,000",,0,,,,
2011-12-31,Cho mượn,"3,000,000",Chị Hai,0,,,,
2011-12-31,Nhậu,"430,000",Họp lớp đại học (nhậu + karaoke + chè),0,,,,
2011-12-31,Gửi xe,"2,000",,0,,,,
2011-12-31,Rút tài khoản,"-8,000,000",,0,,,,
2011-12-31,Cho mượn,"6,000,000",Chị Hai,0,,,,
2012-01-01,Ăn trưa,"34,000",,0,,,,
2012-01-01,Linh tinh,"50,000","Ăn uống nhà Bống, Lệ cùng với Hồng 3 Mùi, Nghi 9 Ruộng, Quý bạn Hồng",0,,,,
2012-01-01,Đổ xăng,"50,000",,0,,,,
2012-01-02,Ăn trưa,"24,000",,0,,,,
2012-01-02,Thay nhớt,"75,000",,0,,,,
2012-01-02,Ăn tối,"92,000",,0,,,,
2012-01-02,Gửi xe,"6,000",Dinh Độc Lập + Siêu thị điện máy Chợ Lớn,0,,,,
2012-01-02,Cà phê,"78,000",Nghe guitar cùng Mỹ,0,,,,
2012-01-03,Ăn sáng,"24,000",,0,,,,
2012-01-03,Ăn trưa,"15,000",,0,,,,
2012-01-03,Linh tinh,"10,000",Hamburger,0,,,,
2012-01-03,Gửi xe,"3,000",,0,,,,
2012-01-03,Đá banh,"30,000",,0,,,,
2012-01-03,Ăn tối,"28,000",,0,,,,
2012-01-04,Ăn trưa,"18,000",,0,,,,
2012-01-05,Ăn sáng,"24,000",,0,,,,
2012-01-05,Ăn trưa,"17,000",,0,,,,
2012-01-05,Ăn tối,"15,000",,0,,,,
2012-01-05,Linh tinh,"20,000",Sinh tố,0,,,,
2012-01-06,Ăn sáng,"10,000",,0,,,,
2012-01-06,Ăn trưa,"25,000",,0,,,,
2012-01-06,Linh tinh,"24,000",Bánh mì,0,,,,
2012-01-06,Cho mượn,"300,000",Nhân,0,,,,
2012-01-07,Thu tiền mượn,"-200,000",Nhân,0,,,,
2012-01-07,Đổ xăng,"50,000",,0,,,,
2012-01-07,Ăn trưa,"17,000",,0,,,,
2012-01-07,Linh tinh,"15,000",Bánh mì cho Nhân,0,,,,
2012-01-07,Linh tinh,"26,000","Uống nước với Mỹ, Thoa tại BV Chấn Thương Chỉnh Hình",0,,,,
2012-01-07,Gửi xe,"5,000",BV Chấn Thương Chỉnh Hình,0,,,,
2012-01-08,Linh tinh,"27,000",Nước uống,0,,,,
2012-01-08,Gửi xe,"2,000",Trường SPKT,0,,,,
2012-01-08,Thu tiền mượn,"-100,000",Bình,0,,,,
2012-01-08,Nhậu,"150,000","Lễ tốt nghiệp Phong, Bình",0,,,,
2012-01-08,Ăn tối,"30,000",Bánh mì,0,,,,
2012-01-08,Thu tiền mượn,"-200,000",Nhựt,0,,,,
2012-01-08,Linh tinh,"30,000",Sinh tố,0,,,,
2012-01-09,Ăn sáng,"24,000",,0,,,,
2012-01-09,Nợ,"-20,000",Bà bán bánh mì,0,,,,
2012-01-09,Ăn trưa,"25,000",,0,,,,
2012-01-09,Ăn tối,"28,000",,0,,,,
2012-01-09,Cho mượn,"200,000",Nhân,0,,,,
2012-01-10,Ăn sáng,"8,000",,0,,,,
2012-01-10,Ăn trưa,"18,000",,0,,,,
2012-01-10,Cho,"100,000",Ủng hộ Vân An (Gameloft),0,,,,
2012-01-10,Gửi xe,"3,000",,0,,,,
2012-01-10,Đá banh,"60,000",Với Nhân,0,,,,
2012-01-10,Đổ xăng,"50,000",,0,,,,
2012-01-10,Nhậu,"100,000","Với nhóm đá banh, trả dùm Nhân 100k, thu lại vào ngày 14/1",0,,,,
2012-01-11,Ăn sáng,"10,000",Bánh mì,0,,,,
2012-01-11,Ăn trưa,"21,000",,0,,,,
2012-01-11,Ăn tối,"45,000",,0,,,,
2012-01-12,Ăn sáng,"8,000",,0,,,,
2012-01-12,Ăn trưa,"26,000",,0,,,,
2012-01-12,Ăn tối,"15,000",,0,,,,
2012-01-13,Ăn sáng,"12,000",,0,,,,
2012-01-13,Trả nợ,"20,000",Bà bán bánh mì,0,,,,
2012-01-13,Ăn trưa,"21,000",,0,,,,
2012-01-14,Linh tinh,"2,000",Bơm xe,0,,,,
2012-01-14,Ăn tối,"15,000",,0,,,,
2012-01-14,Đổ xăng,"40,000",,0,,,,
2012-01-14,Linh tinh,"1,000",Góp tiền trà sữa với Dung (Đồng Nai),0,,,,
2012-01-14,Linh tinh,"30,000","Nước mía, cá viên chiên",0,,,,
2012-01-15,Thu tiền mượn,"-700,000",Thu,0,,,,
2012-01-15,Linh tinh,"34,000",Trà sữa,0,,,,
2012-01-15,Nhậu,"200,000",,0,,,,
2012-01-16,Ăn sáng,"6,000",,0,,,,
2012-01-16,Đổ xăng,"50,000",,0,,,,
2012-01-16,Linh tinh,"152,000","Sách Cuộc sống thay đổi khi chúng ta thay đổi, Những sai lầm của cha mẹ",0,,,,
2012-01-17,Linh tinh,"500,000",Vé xe,0,,,,
2012-01-17,Đá banh,"30,000",,0,,,,
2012-01-17,Gửi xe,"3,000",Sân banh,0,,,,
2012-01-17,Nhậu,"100,000",Với nhóm đá banh,0,,,,
2012-01-17,Linh tinh,"20,000",Sinh tố,0,,,,
2012-01-18,Ăn trưa,"18,000",,0,,,,
2012-01-18,Linh tinh,"98,000",Nạp card điện thoại,0,,,,
2012-01-18,Ăn tối,"28,000",,0,,,,
2012-01-18,Linh tinh,"15,000",Nước ngọt,0,,,,
2012-01-18,Thu tiền mượn,"-800,000",Nhân,0,,,,
2012-01-18,Phòng,"800,000",,0,,,,
2012-01-19,Rút tài khoản,"-1,300,000",,0,,,,
2012-01-19,Ăn trưa,"25,000",,0,,,,
2012-01-19,Linh tinh,"43,000",Bánh bao + nước uống,0,,,,
2012-01-21,Linh tinh,"5,000",Bàn chải đánh răng,0,,,,
2012-01-21,Linh tinh,"350,000",Quần áo,0,,,,
2012-01-23,Nhậu,"50,000",Lớp 12A,0,,,,
2012-01-25,Linh tinh,"15,000",Đánh bài với gia đình,0,,,,
2012-01-25,Linh tinh,"70,000",Karaoke + Bánh xèo,0,,,,
2012-01-26,Thu,"-60,000",Má cho để lì xì,0,,,,
2012-01-26,Thu,"-15,000",Đánh bài với gia đình,0,,,,
2012-01-27,Thu tiền mượn,"-100,000",Trúc,0,,,,
2012-01-27,Linh tinh,"137,000",Họp lớp 12A + đánh bài + karaoke,0,,,,
2012-01-29,Ăn sáng,"44,000",,0,,,,
2012-01-29,Linh tinh,"12,000",Nước ngọt,0,,,,
2012-01-29,Đổ xăng,"50,000",,0,,,,
2012-01-29,Ăn trưa,"22,000",,0,,,,
2012-01-29,Thu,"-5,000",Loan lì xì,0,,,,
2012-01-29,Linh tinh,"10,000",Lì xì Loan,0,,,,
2012-01-29,Ăn tối,"50,000",Với Loan,0,,,,
2012-01-30,Ăn sáng,"10,000",,0,,,,
2012-01-30,Ăn trưa,"17,000",,0,,,,
2012-01-30,Ăn tối,"26,000",,0,,,,
2012-01-31,Ăn sáng,"10,000",,0,,,,
2012-01-31,Ăn trưa,"24,000",,0,,,,
2012-01-31,Ăn tối,"12,000",,0,,,,
2012-01-31,Đổ xăng,"50,000",,0,,,,
2012-01-31,Gửi xe,"3,000",,0,,,,
2012-01-31,Linh tinh,"8,000",Nước ngọt,0,,,,
2012-02-01,Linh tinh,"2,000",Bơm lốp xe,0,,,,
2012-02-01,Ăn sáng,"20,000",,0,,,,
2012-02-01,Ăn trưa,"30,000",,0,,,,
2012-02-01,Ăn tối,"15,000",,0,,,,
2012-02-01,Cho,"5,000",Lì xì Lệ bà Đức,0,,,,
2012-02-02,Ăn sáng,"10,000",,0,,,,
2012-02-02,Ăn trưa,"24,000",,0,,,,
2012-02-02,Nhậu,"100,000",,0,,,,
2012-02-03,Đổ xăng,"50,000",,0,,,,
2012-02-03,Ăn sáng,"10,000",,0,,,,
2012-02-03,Ăn trưa,"22,000",,0,,,,
2012-02-03,Ăn tối,"12,000",,0,,,,
2012-02-04,Rút tài khoản,"-4,000,000",,0,,,,
2012-02-04,Cho mượn,"3,000,000",Nhân,0,,,,
2012-02-04,Linh tinh,"17,000",Rửa xe,0,,,,
2012-02-04,Ăn tối,"20,000",,0,,,,
2012-02-04,Linh tinh,"21,000","Sinh tố, rau má",0,,,,
2012-02-05,Ăn trưa,"17,000",,0,,,,
2012-02-05,Linh tinh,"48,000","Lăn khử mùi, sữa rửa mặt",0,,,,
2012-02-05,Đổ xăng,"40,000",,0,,,,
2012-02-05,Ăn tối,"10,000",,0,,,,
2012-02-06,Ăn sáng,"10,000",,0,,,,
2012-02-06,Ăn trưa,"22,000",,0,,,,
2012-02-06,Ăn tối,"17,000",,0,,,,
2012-02-06,Linh tinh,"210,000",Quạt máy,0,,,,
2012-02-07,Ăn trưa,"22,000",,0,,,,
2012-02-07,Đá banh,"20,000",,0,,,,
2012-02-07,Gửi xe,"3,000",,0,,,,
2012-02-07,Ăn tối,"38,000",,0,,,,
2012-02-08,Ăn trưa,"23,000",,0,,,,
2012-02-08,Ăn tối,"17,000",,0,,,,
2012-02-08,Đổ xăng,"50,000",,0,,,,
2012-02-08,Linh tinh,"15,000",BCS,0,,,,
2012-02-09,Ăn sáng,"36,000",,0,,,,
2012-02-09,Ăn trưa,"22,000",,0,,,,
2012-02-09,Cho mượn,"300,000",Nhân,0,,,,
2012-02-09,Cà phê,"50,000","Cafe guitar với Loan, Truyền, Diễm",0,,,,
2012-02-10,Ăn sáng,"11,000",,0,,,,
2012-02-10,Ăn trưa,"22,000",,0,,,,
2012-02-10,Cà phê,"126,000",Guitar Gỗ với Mỹ,0,,,,
2012-02-11,Cho,"10,000","Lì xì Thu, Thương",0,,,,
2012-02-11,Đổ xăng,"50,000",,0,,,,
2012-02-11,Cà phê,"18,000",Một mình,0,,,,
2012-02-12,Ăn trưa,"21,000",,0,,,,
2012-02-12,Gửi xe,"3,000",Rạp Tân Bình,0,,,,
2012-02-12,Rút tài khoản,"-1,000,000",,0,,,,
2012-02-12,Gửi xe,"3,000",Rạp Tân Bình,0,,,,
2012-02-12,Linh tinh,"68,000","Bắp, nước ngọt (xem phim vé 130k+10k, thanh toán qua mạng)",0,,,,
2012-02-13,Ăn sáng,"10,000",,0,,,,
2012-02-13,Ăn trưa,"22,000",,0,,,,
2012-02-13,Ăn tối,"28,000",,0,,,,
2012-02-14,Ăn sáng,"10,000",,0,,,,
2012-02-14,Ăn trưa,"22,000",,0,,,,
2012-02-14,Gửi xe,"3,000",,0,,,,
2012-02-14,Nhậu,"50,000",,0,,,,
2012-02-14,Đổ xăng,"30,000",,0,,,,
2012-02-14,Linh tinh,"260,000",KS,0,,,,
2012-02-15,Ăn sáng,"10,000",,0,,,,
2012-02-15,Ăn trưa,"26,000",,0,,,,
2012-02-15,Rút tài khoản,"-500,000",,0,,,,
2012-02-15,Ăn tối,"17,000",,0,,,,
2012-02-15,Cà phê,"130,000",,0,,,,
2012-02-15,Thu tiền mượn,"-3,000,000",Nhân,0,,,,
2012-02-15,Phòng,"800,000",,0,,,,
2012-02-16,Ăn trưa,"22,000",,0,,,,
2012-02-16,Ăn tối,"17,000",,0,,,,
2012-02-16,Linh tinh,"40,000","Sữa, kem đánh răng",0,,,,
2012-02-17,Ăn sáng,"36,000",,0,,,,
2012-02-17,Đổ xăng,"50,000",,0,,,,
2012-02-17,Ăn trưa,"18,000",,0,,,,
2012-02-17,Ăn tối,"25,000",,0,,,,
2012-02-17,Cà phê,"60,000",,0,,,,
2012-02-18,Ăn trưa,"19,000",,0,,,,
2012-02-18,Ăn tối,"15,000",,0,,,,
2012-02-18,Cà phê,"175,000",,0,,,,
2012-02-19,Ăn sáng,"15,000",,0,,,,
2012-02-19,Linh tinh,"20,000",2 lon bò húc,0,,,,
2012-02-19,Ăn trưa,"14,000",,0,,,,
2012-02-19,Ăn tối,"25,000",,0,,,,
2012-02-19,Cà phê,"50,000",,0,,,,
2012-02-20,Ăn sáng,"10,000",,0,,,,
2012-02-20,Ăn trưa,"19,000",,0,,,,
2012-02-20,Ăn tối,"22,000",Bánh bao + bánh mì,0,,,,
2012-02-20,Linh tinh,"20,000",2 lon bò húc,0,,,,
2012-02-20,Đổ xăng,"50,000",,0,,,,
2012-02-21,Ăn sáng,"10,000",,0,,,,
2012-02-21,Ăn trưa,"22,000",,0,,,,
2012-02-21,Đá banh,"10,000",,0,,,,
2012-02-21,Gửi xe,"3,000",,0,,,,
2012-02-22,Cho mượn,"500,000",Nhân,0,,,,
2012-02-22,Ăn sáng,"17,000",,0,,,,
2012-02-22,Linh tinh,"20,000",Vé số,0,,,,
2012-02-22,Ăn trưa,"17,000",,0,,,,
2012-02-22,Ăn tối,"24,000",,0,,,,
2012-02-23,Ăn sáng,"22,000",,0,,,,
2012-02-23,Ăn trưa,"22,000",,0,,,,
2012-02-23,Ăn tối,"27,000",,0,,,,
2012-02-23,Linh tinh,"20,000",Nước cam,0,,,,
2012-02-24,Ăn trưa,"18,000",,0,,,,
2012-02-24,Ăn tối,"43,000",,0,,,,
2012-02-25,Hớt tóc,"25,000",,0,,,,
2012-02-26,Đổ xăng,"50,000",,0,,,,
2012-02-27,Ăn sáng,"10,000",,0,,,,
2012-02-27,Ăn trưa,"18,000",,0,,,,
2012-02-27,Ăn tối,"17,000",,0,,,,
2012-02-28,Ăn sáng,"50,000",,0,,,,
2012-02-28,Ăn trưa,"20,000",,0,,,,
2012-02-28,Đá banh,"10,000",,0,,,,
2012-02-28,Gửi xe,"3,000",,0,,,,
2012-02-28,Ăn tối,"12,000",,0,,,,
2012-02-29,Ăn sáng,"10,000",,0,,,,
2012-02-29,Ăn trưa,"26,000",,0,,,,
2012-02-29,Ăn tối,"25,000",,0,,,,
2012-02-29,Cà phê,"58,000",,0,,,,
2012-03-01,Ăn sáng,"30,000",,0,,,,
2012-03-01,Ăn trưa,"15,000",,0,,,,
2012-03-01,Gửi xe,"3,000",,0,,,,
2012-03-01,Đá banh,"30,000",,0,,,,
2012-03-01,Ăn tối,"15,000",,0,,,,
2012-03-02,Ăn sáng,"15,000",,0,,,,
2012-03-02,Ăn trưa,"27,000",,0,,,,
2012-03-02,Linh tinh,"31,000","Sữa, nước ngọt",0,,,,
2012-03-02,Ăn tối,"29,000",,0,,,,
2012-03-02,Đổ xăng,"50,000",,0,,,,
2012-03-02,Cà phê,"50,000",,0,,,,
2012-03-02,Linh tinh,"36,000",Bánh mì,0,,,,
2012-03-02,Linh tinh,"23,000",Nước ngọt,0,,,,
2012-03-03,Gửi xe,"3,000",eTown,0,,,,
2012-03-03,Ăn trưa,"17,000",,0,,,,
2012-03-03,Linh tinh,"5,000",Cafe,0,,,,
2012-03-03,Ăn tối,"13,000",,0,,,,
2012-03-03,Cà phê,"39,000",,0,,,,
2012-03-03,Linh tinh,"35,000","Bánh mì, nước ngọt",0,,,,
2012-03-04,Linh tinh,"140,000",Đi chơi,0,,,,
2012-03-04,Ăn tối,"42,000",,0,,,,
2012-03-04,Cho mượn,"100,000",Nhân,0,,,,
2012-03-05,Ăn sáng,"15,000",,0,,,,
2012-03-05,Ăn trưa,"15,000",,0,,,,
2012-03-06,Ăn sáng,"10,000",,0,,,,
2012-03-06,Ăn trưa,"15,000",,0,,,,
2012-03-06,Đá banh,"10,000",,0,,,,
2012-03-06,Gửi xe,"3,000",,0,,,,
2012-03-06,Thu tiền mượn,"-600,000",Nhân,0,,,,
2012-03-07,Ăn sáng,"20,000",,0,,,,
2012-03-07,Đổ xăng,"50,000",,0,,,,
2012-03-07,Ăn trưa,"15,000",,0,,,,
2012-03-07,Linh tinh,"5,000",Nước mía,0,,,,
2012-03-07,Linh tinh,"90,000","Nước ngọt + bỏng ngô (xem phim với Châu, Nhân)",0,,,,
2012-03-08,Ăn sáng,"22,000",,0,,,,
2012-03-08,Linh tinh,"20,000",Góp tiền mua quà cho c.Thanh producer,0,,,,
2012-03-08,Ăn trưa,"15,000",,0,,,,
2012-03-09,Ăn sáng,"36,000",,0,,,,
2012-03-09,Ăn trưa,"15,000",,0,,,,
2012-03-09,Ăn tối,"28,000",,0,,,,
2012-03-09,Linh tinh,"183,000","Sách, bàn chải, kem đánh răng, sữa rửa mặt",0,,,,
2012-03-10,Ăn sáng,"10,000",,0,,,,
2012-03-10,Ăn tối,"16,000",,0,,,,
2012-03-11,Ăn trưa,"17,000",,0,,,,
2012-03-11,Đổ xăng,"50,000",,0,,,,
2012-03-11,Cà phê,"70,000","Với Thu, Thanh Bình",0,,,,
2012-03-11,Linh tinh,"20,000",Vé số,0,,,,
2012-03-11,Nhậu,"204,000","Với Thu, Thương",0,,,,
2012-03-12,Ăn sáng,"15,000",,0,,,,
2012-03-12,Ăn trưa,"15,000",,0,,,,
2012-03-12,Rút tài khoản,"-1,500,000",,0,,,,
2012-03-12,Cho mượn,"500,000",Nhân,0,,,,
2012-03-12,Ăn tối,"17,000",,0,,,,
2012-03-13,Ăn sáng,"10,000",,0,,,,
2012-03-13,Ăn trưa,"29,000",,0,,,,
2012-03-14,Ăn sáng,"15,000",,0,,,,
2012-03-14,Cho,"20,000",Thăm vợ anh Lộc,0,,,,
2012-03-14,Ăn trưa,"30,000",,0,,,,
2012-03-14,Ăn tối,"17,000",,0,,,,
2012-03-14,Thu tiền mượn,"-800,000",Nhân,0,,,,
2012-03-14,Phòng,"800,000",,0,,,,
2012-03-15,Ăn sáng,"10,000",,0,,,,
2012-03-15,Ăn trưa,"35,000",,0,,,,
2012-03-15,Rút tài khoản,"-1,000,000","Cho Nhân mượn, trả ngay trong tối hôm đó",0,,,,
2012-03-15,Đổ xăng,"50,000",,0,,,,
2012-03-15,Nhậu,"150,000",Sinh nhật Nhân,0,,,,
2012-03-16,Ăn trưa,"30,000",,0,,,,
2012-03-16,Nhậu,"100,000",,0,,,,
2012-03-16,Cà phê,"120,000",Sao Mai,0,,,,
2012-03-17,Linh tinh,"2,000",Phụ tiền photo giấy tờ của Hai,0,,,,
2012-03-17,Nhậu,"150,000","Với Nhân, Nghĩa, Lâm, Huy, Duy & bồ Duy",0,,,,
2012-03-18,Cà phê,"52,000","+ ăn sáng với Nhân, Nghĩa, Lâm, Huy",0,,,,
2012-03-18,Gửi xe,"6,000",Gửi xe nhà Ngũ,0,,,,
2012-03-18,Linh tinh,"325,000","Karaoke với Nhân, Nghĩa, Ngũ, em Ngũ, Châu",0,,,,
2012-03-19,Đổ xăng,"50,000",,0,,,,
2012-03-19,Ăn sáng,"15,000",,0,,,,
2012-03-19,Ăn trưa,"30,000",,0,,,,
2012-03-19,Linh tinh,"25,000",Cắt chìa khóa,0,,,,
2012-03-19,Linh tinh,"5,000",Nước mía,0,,,,
2012-03-19,Ăn tối,"29,000",,0,,,,
2012-03-19,Cà phê,"240,000",Sao Mai,0,,,,
2012-03-20,Ăn sáng,"10,000",,0,,,,
2012-03-20,Ăn trưa,"30,000",,0,,,,
2012-03-20,Rút tài khoản,"-1,000,000",,0,,,,
2012-03-20,Linh tinh,"93,000",Quà cho bé Minh Quân,0,,,,
2012-03-20,Gửi xe,"3,000",Siêu thị Maximark,0,,,,
2012-03-21,Ăn sáng,"20,000",,0,,,,
2012-03-21,Ăn trưa,"30,000",,0,,,,
2012-03-21,Linh tinh,"7,000",Bánh mì que,0,,,,
2012-03-21,Ăn tối,"17,000",,0,,,,
2012-03-21,Cho mượn,"100,000",Nhân,0,,,,
2012-03-22,Ăn sáng,"24,000",,0,,,,
2012-03-22,Ăn trưa,"50,000",,0,,,,
2012-03-22,Ăn tối,"25,000",,0,,,,
2012-03-22,Đổ xăng,"50,000",,0,,,,
2012-03-22,Cà phê,"40,000","Với Loan, Lệ, bạn Loan...",0,,,,
2012-03-23,Ăn sáng,"10,000",,0,,,,
2012-03-23,Ăn trưa,"10,000",,0,,,,
2012-03-23,Ăn tối,"28,000",,0,,,,
2012-03-23,Linh tinh,"72,000",Quà sinh nhật Mỹ,0,,,,
2012-03-23,Gửi xe,"3,000",Siêu thị Maximark,0,,,,
2012-03-24,Ăn trưa,"17,000",,0,,,,
2012-03-24,Ăn tối,"27,000",,0,,,,
2012-03-25,Ăn sáng,"20,000",,0,,,,
2012-03-25,Ăn trưa,"21,000",,0,,,,
2012-03-25,Thay nhớt,"75,000","+ Bơm lốp, tăng xên",0,,,,
2012-03-25,Ăn tối,"70,000",,0,,,,
2012-03-26,Ăn sáng,"15,000",,0,,,,
2012-03-26,Ăn trưa,"30,000",,0,,,,
2012-03-26,Ăn tối,"13,000",,0,,,,
2012-03-26,Linh tinh,"10,000",Nước mía với Yến,0,,,,
2012-03-27,Ăn sáng,"10,000",,0,,,,
2012-03-27,Ăn trưa,"30,000",,0,,,,
2012-03-27,Gửi xe,"3,000",,0,,,,
2012-03-27,Đá banh,"20,000",Trả dùm Nhân 10.000,0,,,,
2012-03-27,Ăn tối,"12,000",,0,,,,
2012-03-27,Đổ xăng,"50,000",,0,,,,
2012-03-28,Cho mượn,"100,000",Nhân,0,,,,
2012-03-28,Ăn sáng,"15,000",,0,,,,
2012-03-28,Ăn trưa,"30,000",,0,,,,
2012-03-28,Ăn tối,"16,000",,0,,,,
2012-03-29,Ăn sáng,"10,000",,0,,,,
2012-03-29,Ăn trưa,"32,000",,0,,,,
2012-03-29,Ăn tối,"17,000",,0,,,,
2012-03-30,Ăn sáng,"24,000",,0,,,,
2012-03-31,Ăn sáng,"12,000",,0,,,,
2012-03-31,Ăn tối,"25,000",,0,,,,
2012-03-31,Gửi xe,"4,000","Xem phim với Nhân, Châu",0,,,,
2012-03-31,Cà phê,"90,000","Với Nhân, Châu",0,,,,
2012-03-31,Linh tinh,"30,000",Bánh mì,0,,,,
2012-03-31,Linh tinh,"23,000",Nước ngọt,0,,,,
2012-04-01,Ăn sáng,"15,000",,0,,,,
2012-04-01,Linh tinh,"40,000","Chơi PES với Nhân, Nghĩa",0,,,,
2012-04-01,Ăn tối,"20,000",,0,,,,
2012-04-02,Ăn sáng,"10,000",,0,,,,
2012-04-02,Ăn tối,"25,000",,0,,,,
2012-04-03,Ăn sáng,"10,000",,0,,,,
2012-04-03,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-03,Đổ xăng,"50,000",,0,,,,
2012-04-03,Gửi xe,"3,000",Sân banh,0,,,,
2012-04-03,Đá banh,"10,000",,0,,,,
2012-04-03,Nhậu,"100,000",Trả dùm Nhân 50.000,0,,,,
2012-04-04,Ăn sáng,"15,000",,0,,,,
2012-04-04,Ăn trưa,"100,000",,0,,,,
2012-04-04,Linh tinh,"18,000",Bánh mì que + trả nợ a Đường,0,,,,
2012-04-05,Ăn sáng,"20,000",,0,,,,
2012-04-05,Ăn trưa,"30,000",,0,,,,
2012-04-05,Linh tinh,"140,000",Vé xem phim cho thứ 7 (+1 vé cho cThanh),0,,,,
2012-04-05,Ăn tối,"22,000",,0,,,,
2012-04-05,Linh tinh,"15,000",Nước ngọt,0,,,,
2012-04-06,Ăn sáng,"10,000",,0,,,,
2012-04-06,Ăn trưa,"30,000",,0,,,,
2012-04-06,Nhậu,"210,000","Nhậu + Karaoke với Châu, Nhân, Huy, Ngũ, Lượng",0,,,,
2012-04-07,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-07,Gửi xe,"3,000",,0,,,,
2012-04-07,Đổ xăng,"50,000",,0,,,,
2012-04-07,Ăn tối,"100,000",Với team Android,0,,,,
2012-04-07,Cà phê,"110,000",,0,,,,
2012-04-08,Ăn sáng,"15,000",,0,,,,
2012-04-08,Ăn tối,"13,000",,0,,,,
2012-04-09,Ăn sáng,"10,000",,0,,,,
2012-04-09,Thu tiền mượn,"-1,000,000",Nhân,0,,,,
2012-04-10,Ăn sáng,"10,000",,0,,,,
2012-04-10,Thu,"-100,000",Mừng sinh nhật của công ty,0,,,,
2012-04-10,Gửi xe,"3,000",,0,,,,
2012-04-10,Ăn tối,"12,000",,0,,,,
2012-04-11,Linh tinh,"52,000",2 lốc sữa Cô Gái Hà Lan,0,,,,
2012-04-11,Ăn trưa,"30,000",,0,,,,
2012-04-11,Nhậu,"100,000",Với team MKP,0,,,,
2012-04-12,Ăn sáng,"24,000",,0,,,,
2012-04-12,Ăn trưa,"90,000",,0,,,,
2012-04-12,Ăn tối,"28,000",,0,,,,
2012-04-12,Đổ xăng,"50,000",,0,,,,
2012-04-12,Cà phê,"120,000","Cafe Guitar Gỗ với Mỹ, Lai, Loan",0,,,,
2012-04-12,Thu tiền mượn,"-700,000",Nhân,0,,,,
2012-04-12,Phòng,"700,000",,0,,,,
2012-04-13,Ăn sáng,"15,000",,0,,,,
2012-04-13,Ăn trưa,"25,000",,0,,,,
2012-04-13,Nhậu,"300,000",Team HRP,0,,,,
2012-04-14,Gửi xe,"3,000",eTown 2,0,,,,
2012-04-14,Linh tinh,"17,000",Miếng lót chuột,0,,,,
2012-04-15,Đổ xăng,"50,000",,0,,,,
2012-04-15,Rút tài khoản,"-10,000,000",,0,,,,
2012-04-15,Cho mượn,"10,000,000",Má,0,,,,
2012-04-15,Ăn trưa,"14,000",,0,,,,
2012-04-15,Cà phê,"50,000","Với Thu, bé Thương",0,,,,
2012-04-15,Cho mượn,"200,000",Thu,0,,,,
2012-04-15,Ăn tối,"22,000",,0,,,,
2012-04-16,Ăn sáng,"7,000",,0,,,,
2012-04-16,Ăn trưa,"30,000",,0,,,,
2012-04-17,Ăn sáng,"20,000",,0,,,,
2012-04-17,Nhậu,"586,000","Mừng sinh nhật với Nhân, Nghĩa, Châu, Ngũ",0,,,,
2012-04-18,Đổ xăng,"50,000",,0,,,,
2012-04-18,Ăn sáng,"10,000",,0,,,,
2012-04-18,Ăn trưa,"60,000",,0,,,,
2012-04-18,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-18,Linh tinh,"330,000",Quà cho Minh Quốc,0,,,,
2012-04-19,Ăn trưa,"60,000",Trả dùm 30k cho Thanh,0,,,,
2012-04-19,Ăn tối,"25,000",,0,,,,
2012-04-20,Ăn sáng,"15,000",,0,,,,
2012-04-20,Cho mượn,"500,000",Nhựt,0,,,,
2012-04-20,Rút tài khoản,"-1,000,000",,0,,,,
2012-04-20,Nhậu,"150,000",Với team QA,0,,,,
2012-04-21,Gửi xe,"3,000",,0,,,,
2012-04-21,Ăn tối,"25,000",,0,,,,
2012-04-22,Linh tinh,"4,000",Bơm xe,0,,,,
2012-04-22,Đổ xăng,"50,000",,0,,,,
2012-04-22,Cà phê,"32,000",Với bé Hân,0,,,,
2012-04-22,Cho mượn,"300,000",Nhân,0,,,,
2012-04-22,Cà phê,"28,000",Coi đá banh với Nghĩa,0,,,,
2012-04-23,Ăn sáng,"20,000",,0,,,,
2012-04-23,Ăn trưa,"60,000",,0,,,,
2012-04-24,Ăn sáng,"20,000",,0,,,,
2012-04-24,Gửi xe,"3,000",,0,,,,
2012-04-24,Ăn tối,"21,000",,0,,,,
2012-04-24,Linh tinh,"15,000",Nước ngọt,0,,,,
2012-04-25,Ăn sáng,"10,000",,0,,,,
2012-04-26,Ăn sáng,"20,000",,0,,,,
2012-04-26,Ăn trưa,"50,000",,0,,,,
2012-04-26,Linh tinh,"86,000","Thuốc nhứt đầu, sốt + Viên sủi Plusssz",0,,,,
2012-04-26,Ăn tối,"15,000",,0,,,,
2012-04-26,Đổ xăng,"50,000",,0,,,,
2012-04-27,Ăn sáng,"23,000",,0,,,,
2012-04-27,Ăn trưa,"30,000",,0,,,,
